FILINGMANAGER_NAME,Quarter_Count,Average_Holdings_Per_Quarter,Max_Holdings_Single_Quarter
"SFG Wealth Management, LLC.",13,1841883.7692307692,3433072
"SFI Advisors, LLC",13,3652062.4615384615,6931125
"SFMG, LLC",21,18107577.42857143,55899691
"SG Americas Securities, LLC",21,744956.619047619,4988599
"SG3 Management, LLC",9,2221446.5555555555,19710381
"SGL Investment Advisors, Inc.",2,9469771.5,9670159
SHAKER INVESTMENTS LLC/OH,16,1187557.25,8184226
"SHAKESPEARE WEALTH MANAGEMENT, INC.",17,471313.70588235295,2104803
SHAPIRO CAPITAL MANAGEMENT LLC,19,12522674.210526315,128594914
"SHARIAPORTFOLIO, INC.",6,607187.3333333334,1038993
SHARPEPOINT LLC,1,368737.0,368737
SHEETS SMITH WEALTH MANAGEMENT,21,6154717.666666667,26147548
SHELL ASSET MANAGEMENT CO,20,188290.45,281009
SHELTON CAPITAL MANAGEMENT,21,100658463.38095239,356063214
"SHELTON WEALTH MANAGEMENT, LLC",13,1065385.6153846155,2595147
"SHEPHERD KAPLAN KROCHUK, LLC",19,4116673.947368421,10847673
SHEPHERD WEALTH MANAGEMENT Ltd LIABILITY Co,1,2808299.0,2808299
SHERBROOKE PARK ADVISERS LLC,8,1446531.125,3238571
SHINE INVESTMENT ADVISORY SERVICES INC,4,2952.5,4796
SHUFRO ROSE & CO LLC,21,15496904.904761905,47850795
SIENA CAPITAL LLC,4,8694.75,12060
"SIERRA OCEAN, LLC",1,2468986.0,2468986
SIERRA SUMMIT ADVISORS LLC,5,24050911.4,27199369
"SIG BROKERAGE, LP",1,36127843.0,36127843
SIGMA INVESTMENT COUNSELORS INC,21,10585417.57142857,31188408
SIGNATURE ESTATE & INVESTMENT ADVISORS LLC,24,5129929.708333333,39437789
"SIGNATUREFD, LLC",21,39807816.333333336,138168854
"SIGNET FINANCIAL MANAGEMENT, LLC",20,13100656.95,36479409
"SILVER OAK SECURITIES, INCORPORATED",9,8096125.333333333,25197323
"SILVER OAK SECURITIES, Inc",3,8211749.666666667,13559337
SILVERCREST ASSET MANAGEMENT GROUP LLC,21,82803911.14285715,513480726
"SILVERHAWK ASSET MANAGEMENT, LLC",2,239187.0,258562
SILVERLAKE WEALTH MANAGEMENT LLC,13,9660876.076923076,12692475
"SILVIA MCCOLL WEALTH MANAGEMENT, LLC",9,9154216.0,10425597
SIMMONS BANK,1,23102066.0,23102066
"SIMON QUICK ADVISORS, LLC",21,19662414.85714286,72943772
"SIMPLEX TRADING, LLC",21,3930197.0,7698259
"SIMS INVESTMENT MANAGEMENT, LLC",1,289150.0,289150
"SINECERA CAPITAL, LLC",6,1889409.5,2365183
SIT INVESTMENT ASSOCIATES INC,21,106282.42857142857,161573
"SITTNER & NELSON, LLC",17,17255390.470588237,42295196
"SIX COLUMNS CAPITAL, LP",1,5791.0,5791
SJS Investment Consulting Inc.,12,8132966.0,14502677
"SK Wealth Management, LLC",1,3304002.0,3304002
SLT Holdings LLC,1,9061948.0,9061948
SMART Wealth LLC,9,2473609.111111111,4168699
SMH CAPITAL ADVISORS INC,2,221323.0,233913
SMITH CAPITAL MANAGEMENT INC /AR/ADV,4,3410.0,3903
SMITH CHAS P & ASSOCIATES PA CPAS,21,21106551.285714287,124950567
SMITH SHELLNUT WILSON LLC /ADV,12,3932035.1666666665,7455301
"SMITH, MOORE & CO.",21,14760391.714285715,58663947
SMITHBRIDGE ASSET MANAGEMENT INC/DE,20,4787150.2,40051565
SMITHFIELD TRUST CO,7,16618.285714285714,23778
SNOW CAPITAL MANAGEMENT LP,5,362.2,636
"SNS Financial Group, LLC",21,12412227.761904761,35465839
"SOA Wealth Advisors, LLC.",17,35291550.35294118,119726054
SOL Capital Management CO,21,1360250.0,15047439
SOMERVILLE KURT F,13,777381.2307692308,9935747
"SOMPO JAPAN NIPPONKOA ASSET MANAGEMENT CO.,LTD.",2,13179.5,14095
SONATA CAPITAL GROUP INC,21,7316.285714285715,11361
"SONORA INVESTMENT MANAGEMENT, LLC",8,33525.875,41564
SOROS CAPITAL MANAGEMENT LLC,6,17476.833333333332,26365
SOROS FUND MANAGEMENT LLC,4,84185239.0,179249204
"SOUNDMARK WEALTH MANAGEMENT, LLC",14,844036.8571428572,2425415
"SOUTHERN CAPITAL ADVISORS, LLC",13,2819984.4615384615,4987375
SP Asset Management,12,25143.5,35433
SP Asset Management LLC,9,36540456.0,47225100
"SPC Financial, Inc.",21,4991676.666666667,21803970
"SPHINX TRADING, LP",1,0.0,0
SPINNAKER TRUST,7,44132186.571428575,55568699
"SPIREPOINT PRIVATE CLIENT, LLC",4,29896836.0,36419602
SPIRIT OF AMERICA MANAGEMENT CORP/NY,21,3917670.904761905,11314476
"SPRENG CAPITAL MANAGEMENT, INC.",17,3885095.470588235,8993986
"SPRING CAPITAL MANAGEMENT, LLC",13,8107776.307692308,16233477
SPRINGOWL ASSOCIATES LLC,4,633.25,730
SPROTT INC.,21,1370588.2857142857,7041448
SPRUCEGROVE INVESTMENT MANAGEMENT LTD,3,9417.666666666666,14389
SPX Gestao de Recursos Ltda,2,1287632.5,2504200
"SRH ADVISORS, LLC",1,1693386.0,1693386
"SRN Advisors, LLC",17,1046936.1764705882,1696373
"SRS Capital Advisors, Inc.",20,6118986.2,26804498
"SRS Investment Management, LLC",1,2764.0,2764
"SS&H Financial Advisors, Inc.",10,2543100.3,14036288
SSI INVESTMENT MANAGEMENT LLC,21,1387719.9523809524,3934098
ST GERMAIN D J CO INC,20,40490321.45,131243291
"ST. NICHOLAS PRIVATE ASSET MANAGEMENT, INC",1,14481538.0,14481538
"STA Wealth Management, LLC",5,32826.8,71792
STABLEFORD CAPITAL II LLC,32,878884.875,4283757
"STAGE HARBOR FINANCIAL, LLC",5,448196.8,518125
STALEY CAPITAL ADVISERS INC,21,10998899.142857144,40122723
"STANSBERRY ASSET MANAGEMENT, LLC",21,3649384.8571428573,14980982
STAR Financial Bank,9,4158241.5555555555,4862828
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,21,1241248308.7619047,3494029124
STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,21,1400707184.857143,5374989534
STATE OF MICHIGAN RETIREMENT SYSTEM,21,368296802.52380955,1130120168
STATE OF WISCONSIN INVESTMENT BOARD,21,739131628.3809524,2183554970
STEADFAST CAPITAL MANAGEMENT LP,1,41460.0,41460
"STEEL GROVE CAPITAL ADVISORS, LLC",5,5733976.0,5969422
STEINBERG ASSET MANAGEMENT LLC,1,240.0,240
"STEPHEN J. GARRY & ASSOCIATES, LLC",5,1212099.6,1421219
STERLING INVESTMENT ADVISORS LLC /ADV,2,224366.0,232451
"STERLING INVESTMENT MANAGEMENT, LLC",12,2630114.8333333335,4142448
STEVENS CAPITAL MANAGEMENT LP,17,8464.588235294117,28243
STEVENS CAPITAL PARTNERS,8,1819948.375,2746963
"STEWARD PARTNERS INVESTMENT SOLUTIONS, LLC",2,30779263.0,48183660
STF Management LP,9,17547190.111111112,22106326
STOCK YARDS BANK & TRUST CO,21,37956850.76190476,128166027
"STONE RUN CAPITAL, LLC",21,631569.0476190476,1747932
"STONEHAVEN WEALTH & TAX SOLUTIONS, LLC",1,721210.0,721210
"STONNINGTON GROUP, LLC",9,4188309.6666666665,20970549
STRALEM & CO INC,2,47.5,56
"STRATEGIC CAPITAL ADVISERS, INC.",11,3774.909090909091,4779
"STRATEGIC PLANNING GROUP, LLC",5,24589957.0,30129771
STRATEGIC WEALTH MANAGEMENT INC,3,2256.6666666666665,2792
STRATEGY ASSET MANAGERS LLC,21,4632436.0,14669984
STRS OHIO,20,131574696.55,1353848364
STUDIO INVESTMENT MANAGEMENT LLC,14,5424498.357142857,9303215
SUMITOMO LIFE INSURANCE CO,21,15949433.57142857,68524929
"SUMITOMO MITSUI FINANCIAL GROUP, INC.",13,1017191.6923076923,13067675
SUMMIT FINANCIAL GROUP INC,6,2907.8333333333335,3818
"SUMMIT FINANCIAL GROUP, INC.",9,1036778.7777777778,4986774
"SUMMIT INVESTMENT ADVISORS, INC.",1,1663511.0,1663511
"SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC",10,15138572.2,56344500
SUMMIT SECURITIES GROUP LLC,3,65473.0,85066
"SUMMIT WEALTH & RETIREMENT PLANNING, INC.",21,1731708.9523809524,7069653
SUMMITRY LLC,20,2216337.4,5654430
"SUNFLOWER BANK, NA WEALTH MANAGEMENT",1,5814.0,5814
SURIENCE PRIVATE WEALTH LLC,3,2932707.3333333335,4589447
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",1,29678025.0,29678025
SUTTON PLACE INVESTORS LLC,9,3613048.6666666665,8827524
"SUVRETTA CAPITAL MANAGEMENT, LLC",4,46312306.5,78322251
"SVA Wealth Management, LLC",5,33920.2,44267
SVB WEALTH LLC,12,203534005.91666666,375171311
SWAN Capital LLC,7,2210587.0,3046868
SWARTHMORE GROUP INC,10,5614.4,14864
"SWEENEY & MICHEL, LLC",6,14671576.333333334,16969771
SWM Advisors,4,853.25,1500
"SWMG, LLC",3,1178935.0,1638957
SWP FINANCIAL LLC,5,8612549.0,10412356
SWS Partners,5,642271.4,1507980
SYCOMORE ASSET MANAGEMENT,7,2110.0,6923
SYKON CAPITAL LLC,7,3339663.714285714,6193137
SYM FINANCIAL Corp,21,2043337.0,12245633
SYMMETRY PEAK MANAGEMENT LLC,12,3817352.4166666665,14552850
SYMONS CAPITAL MANAGEMENT INC,7,1574.142857142857,6473
SYNOVUS FINANCIAL CORP,2,147219259.0,154864430
"SYNTAX ADVISORS, LLC",8,254212.625,564947
"SYNTAX RESEARCH, INC.",6,6133876.0,7329884
SYON CAPITAL LLC,6,36676415.166666664,82662381
SYQUANT CAPITAL SAS,6,816.6666666666666,1050
SYSTM Wealth Solutions LLC,4,6879558.25,11304428
"Sabadell Asset Management, S.A S.G.I.I.C",9,23517640.444444444,31470806
Sabal Trust CO,21,6698886.619047619,37407239
"Sachetta, LLC",5,6345683.8,6658314
Sadoff Investment Management LLC,12,10824.583333333334,15350
"Safe Harbor Fiduciary, LLC",2,5165435.0,5358544
"Safeguard Financial, LLC",12,1338689.3333333333,3827868
"Safeguard Investment Advisory Group, LLC",17,3962741.882352941,9718334
"Safir Wealth Advisors, LLC",9,189806.88888888888,300504
Sagace Wealth Management LLC,3,1447356.6666666667,1630786
"Sage Capital Advisors,llc",21,14254122.38095238,39611416
"Sage Capital Management, LLC",5,5997335.2,6860633
"Sage Financial Management Group, Inc.",15,699.4,952
Sage Investment Advisers LLC,12,1283727.0,2370385
Sage Investment Counsel LLC,1,5084604.0,5084604
Sage Mountain Advisors LLC,17,10426126.823529411,31881679
"Sage Private Wealth Group, LLC",9,1927853.0,3265662
"SageGuard Financial Group, LLC",3,10255.333333333334,10911
"SageView Advisory Group, LLC",9,40747429.777777776,105640038
Sageworth Trust Co,21,682327.3333333334,3649834
Sageworth Trust Co of South Dakota,1,593835.0,593835
Sailer Financial LLC,5,3155.4,4246
"Saiph Capital, LLC",13,1899667.3076923077,2870774
"Salomon & Ludwin, LLC",21,6392284.238095238,17885627
"Saltoro Capital, LP",1,17.0,17
"Salus Financial Advisors, LLC",1,315780.0,315780
"Salvus Wealth Management, LLC",17,2343740.470588235,6694097
"Samalin Investment Counsel, LLC",21,5099224.619047619,8521967
Samjo Capital LLC,1,219149.0,219149
"Samjo Management, LLC",5,324779.6,539188
San Luis Wealth Advisors LLC,11,22246.363636363636,35358
Sanchez Wealth Management Group,21,746045.4285714285,5016120
"Sanctuary Advisors, LLC",1,369996700.0,369996700
"Sanctuary Wealth Management, L.L.C.",21,467298.3333333333,1315505
"Sand Hill Global Advisors, LLC",21,12370423.523809524,35694668
"Sandbox Financial Partners, LLC",17,18092733.05882353,38339036
Sandell Asset Management Corp.,4,10832.25,15420
"Sanders Capital, LLC",46,663638298.2173913,4394217905
Sandhill Capital Partners LLC,21,3839046.1428571427,12150851
"Sandy Cove Advisors, LLC",13,6172407.307692308,15033672
Sandy Spring Bank,21,39189636.428571425,120128883
"Sanford Advisory Services, LLC",9,2761442.111111111,24620455
"Sante Capital Fund, LP",1,12667.0,12667
Santori & Peters,1,995.0,995
"Santori & Peters, Inc.",20,845878.05,2243472
Sara-Bay Financial,19,4553748.52631579,8208000
Saratoga Research & Investment Management,21,33489758.476190478,97859351
Sargent Bickham Lagudis LLC,12,1695178.4166666667,20022825
"Sargent Investment Group, LLC",21,13887654.238095239,41946818
Sassicaia Capital Advisers LLC,9,8377037.111111111,46223439
Sather Financial Group Inc,21,2944774.904761905,8945254
Sava Infond d.o.o.,1,27663897.0,27663897
"Savant Capital, LLC",21,52828799.571428575,191935670
Savior LLC,19,120276.36842105263,658324
Savoie Capital LLC,6,9214007.333333334,10705956
"Savvy Advisors, Inc.",5,9665511.6,28331608
"Sawtooth Solutions, LLC",12,30623.0,71664
"Sawyer & Company, Inc",20,498510.95,9764071
"Saxony Capital Management, LLC",5,3166816.4,3662407
"Scarborough Advisors, LLC",13,2485213.6153846155,7211961
Schaeffer Financial LLC,5,248491.8,289835
Schafer Cullen Capital Management Inc,4,388.75,462
"Schear Investment Advisers, LLC",9,5834529.777777778,8181722
"Schechter Investment Advisors, LLC",13,24358438.153846152,65316584
Schiavi & Co LLC,10,546330.1,1080158
"Schneider Downs Wealth Management Advisors, LP",21,2565142.714285714,8303712
Schonfeld Strategic Advisors LLC,20,31705820.0,215879807
Schoolcraft Capital LLC,24,639990.125,1122330
Schrum Private Wealth Management LLC,13,3235191.3076923075,6365359
Schubert & Co,10,12576903.0,19517789
"Schulz Wealth, LTD.",5,746472.8,831577
Schwab Charitable Fund,12,169332.83333333334,1706022
Schwallier Wealth Management LLC,5,634181.8,812119
Sciencast Management LP,4,744507.5,1553332
Scientech Research LLC,3,1814368.3333333333,2396434
"Scissortail Wealth Management, LLC",11,17571072.0,112152695
"Scott Capital Advisors, LLC",13,525943.8461538461,953353
"Sculati Wealth Management, LLC",21,5599914.142857143,25218110
Sculptor Capital LP,3,479850.3333333333,830620
SeaBridge Investment Advisors LLC,21,6487221.571428572,21676116
"SeaCrest Wealth Management, LLC",21,31278534.19047619,88339721
"Seaport Global Advisors, LLC",8,635554.75,1701505
Seascape Capital Management,20,5594.75,9023
"Seaside Wealth Management, Inc.",11,815268.2727272727,1362972
"Sebold Capital Management, Inc.",1,203091.0,203091
"Second Half Financial Partners, LLC",11,2784592.0,7708516
"Second Line Capital, LLC",5,4879645.6,6161494
"Secrest Blakey & Associates, LLC",4,1140.5,1899
"Secure Asset Management, LLC",21,16909319.57142857,54635775
"Securian Asset Management, Inc",7,156418.57142857142,193011
"Security Financial Services, INC.",13,5480227.307692308,10699503
Security National Bank,21,9892909.761904761,28362569
"Seed Wealth Management, Inc.",9,1954176.2222222222,2581580
Seelaus Asset Management LLC,21,1941639.1904761905,8996526
"Segment Wealth Management, LLC",21,13510293.666666666,56868266
"Select Equity Group, L.P.",1,283310.0,283310
"Selective Wealth Management, Inc.",20,1951265.55,6693373
Sellwood Investment Partners LLC,1,147497.0,147497
Selway Asset Management,13,1449540.5384615385,18603377
"Semanteon Capital Management, LP",2,879170.0,1162496
Semmax Financial Advisors Inc.,18,81417.44444444444,508783
Semus Wealth Partners LLC,9,26035981.888888888,34417482
"Sender Co & Partners, Inc.",5,2477000.2,4257140
"Sendero Wealth Management, LLC",7,3486431.1428571427,4485273
Seneca House Advisors,11,3933293.8181818184,5620982
"Seneschal Advisors, LLC",1,1663678.0,1663678
"Sensible Financial Planning & Management, LLC.",10,1036.8,3237
"Sensible Money, LLC",9,3801038.3333333335,8014621
"Sentinus, LLC",8,3910385.625,6453891
Sentry LLC,8,6954746.625,12353110
"Senvest Management, LLC",1,72589.0,72589
"Sepio Capital, LLC",2,16784.5,18574
"Sepio Capital, LP",19,8976889.0,24252515
"Sequent Asset Management, LLC",18,150117.66666666666,673085
Sequent Planning LLC,4,1461184.0,1773058
"Sequoia Financial Advisors, LLC",21,95741842.33333333,364059368
"Serenus Wealth Advisors, LLC",1,4389125.0,4389125
"Seros Financial, LLC",1,1248383.0,1248383
Settian Capital LP,13,9373131.76923077,17754778
Seven Post Investment Office LP,21,959452.0476190476,2791439
"Seven Springs Wealth Group, LLC",16,1548363.25,3575458
"SevenBridge Financial Group, LLC",21,11727250.80952381,32476249
"Shaker Financial Services, LLC",2,212575.0,213367
"Shakespeare Wealth Management, LLC",4,2170751.5,2506080
"ShankerValleau Wealth Advisors, Inc.",13,667421.0,2782166
Shared Vision Wealth Group LLC,5,37330624.8,44423996
"Sharkey, Howes & Javer",21,454711.8095238095,1368926
"Sharp Financial Services, LLC",5,945263.2,1064386
Sharper & Granite LLC,9,3048003.0,3831928
Shay Capital LLC,14,1937127.4285714286,9385438
"Sheaff Brock Investment Advisors, LLC",21,57374449.571428575,158381660
Shearwater Capital LLC,12,258094.91666666666,617285
Sheets Smith Investment Management,1,2488424.0,2488424
"Shellback Capital, LP",1,50675.0,50675
Shepherd Financial Partners LLC,21,9075066.952380951,29547836
"Sheridan Capital Management, LLC",5,1035941.2,1263545
"Sherman Asset Management, Inc.",1,3641702.0,3641702
"Sherwood Financial Partners, LLC",1,250170.0,250170
"Shilanski & Associates, Inc.",21,1632918.238095238,4288904
Shira Ridge Wealth Management,9,5957399.888888889,7430085
"Shoker Investment Counsel, Inc.",21,2939435.761904762,8695022
Shone Asset Management LLC,4,2234.25,2805
"Shore Point Advisors, LLC",11,1032976.3636363636,1840635
"ShoreHaven Wealth Partners, LLC",15,2979822.466666667,6676535
"Shorehaven Wealth Partners, LLC",3,4320.666666666667,4701
Shorepath Capital Management LLC,5,9139734.2,11258633
Shorepoint Capital Partners LLC,20,2607468.4,7838657
Shulman DeMeo Asset Management LLC,20,5878395.6,16466000
"Shum Financial Group, Inc.",2,8355975.0,8716207
Sicart Associates LLC,21,1949452.0476190476,5174679
Siemens Fonds Invest GmbH,16,38905275.625,87133705
Sienna Gestion,4,59873201.0,117700786
"SigFig Wealth Management, LLC",17,207075.5294117647,445690
"Sightline Wealth Advisors, LLC",14,449130.64285714284,1197194
Sigma Planning Corp,21,59196812.61904762,173724821
"Signal Advisors Wealth, LLC",5,6204893.6,10264964
"SignalPoint Asset Management, LLC",19,16288355.210526315,42539745
"Signature Resources Capital Management, LLC",5,904452.8,975759
Signature Wealth Management Group,20,743454.3,2332683
"Signature Wealth Management Partners, LLC",17,5499380.235294118,13260589
"Signet Investment Advisory Group, Inc.",18,3588568.722222222,9017356
Significant Wealth Partners LLC,5,805544.4,1084101
Signify Wealth,17,2327238.1764705884,5137877
"Silicon Hills Wealth Management, LLC",15,1140978.5333333334,7059150
Silicon Valley Capital Partners,21,16643027.095238095,61191016
Silicon Valley Community Foundation,1,19513345.0,19513345
Siligmueller & Norvid Wealth Advisors LLC,1,865955.0,865955
Silphium Asset Management Ltd,8,437062.0,1343820
Silvant Capital Management LLC,21,15782529.19047619,41372443
Silver Coast Investments LLC,5,1034634.8,1191976
"Silver Lake Advisory, LLC",18,1581438.611111111,22422294
"Silver Oak Advisory Group, Inc.",13,1026.0,2447
SilverOak Wealth Management LLC,5,3615742.2,4204522
Silverberg Bernstein Capital Management LLC,5,745409.8,876470
"Silverleafe Capital Partners, LLC",21,6163040.952380952,16650522
Silversage Advisors,4,1091.75,1434
Simmons Bank,20,9292151.15,31353104
"Simplicity Solutions, LLC",5,105849023.6,147245315
"Simplicity Wealth,LLC",13,21291032.153846152,135786348
Simplify Asset Management Inc.,9,125715.77777777778,464602
"Sincerus Advisory, LLC",1,1391104.0,1391104
"Single Point Partners, LLC",18,3249.5555555555557,4518
Sippican Capital Advisors,21,606759.4285714285,1862123
Sitrin Capital Management LLC,21,3360006.714285714,12519653
"Sivia Capital Partners, LLC",5,10003852.4,15232722
Skandinaviska Enskilda Banken AB (publ),11,45034835.09090909,247801194
Sky Investment Group LLC,21,2930192.5714285714,9446061
"SkyOak Wealt, LLC",1,16808.0,16808
"SkyOak Wealth, LLC",20,8367555.3,23183159
"SkyView Investment Advisors, LLC",14,4417.928571428572,8169
Skye Global Management LP,16,72027443.5625,526100640
"Skylands Capital, LLC",21,16694328.80952381,46745028
"Skyline Advisors, Inc.",5,4777470.2,5009700
"Slagle Financial, LLC",7,9423534.57142857,12138303
"SlateStone Wealth, LLC",21,1182603.4285714286,24127078
"Slocum, Gordon & Co LLP",7,4159821.714285714,19242856
"Slow Capital, Inc.",12,14492650.166666666,22040476
"Sloy Dahl & Holst, LLC",18,35348167.44444445,84179753
"Smallwood Wealth Investment Management, LLC",13,6292076.076923077,12644272
Smart Money Group LLC,21,423292.5238095238,1825895
"Smart Portfolios, LLC",9,1214736.0,2539259
Smartleaf Asset Management LLC,5,29805891.4,42046200
"Smith & Howard Wealth Management, LLC",21,1124088.7142857143,3630310
"Smith Anglin Financial, LLC",17,11355690.11764706,26820385
Smith Asset Management Group LP,7,135414.14285714287,164856
"Smith Group Asset Management, LLC",8,41157986.0,88193757
Smith Salley Wealth Management,4,80736020.25,98653380
Smith Thornton Advisors LLC,3,2607080.0,2965394
"Smith, Salley & Associates",17,15684900.764705881,65770637
Smithfield Trust Co,14,37509.92857142857,66032
Snider Financial Group,14,3578811.0714285714,11713997
Snowden Capital Advisors LLC,36,43190324.13888889,147112555
"Socha Financial Group, LLC",13,578434.2307692308,1887114
Socorro Asset Management LP,17,3364506.294117647,7956649
Soditic Asset Management LLP,1,1945.0,1945
"Sofos Investments, Inc.",5,23993.2,98622
Solano Wealth Investment Advisors LLC,1,1064785.0,1064785
